name,set,rarity,id,tribe,courage,power,wisdom,speed,energy,mugic,elements,types,ability,flavor,brainwashed,unique,loyal,legendary,image,thumb,splash,artist,tages,gender,exclusive
Bylkian,SS,Rare,22,Mipedian,50,15,50,30,35,2,,Royal Conjuror,"Reduce Recklessness damage dealt to Warbeasts you control by 10.
{{MC}}: Reduce Recklessness damage dealt to Warbeasts you control by an additional 10.",,,,,,0B6oyUfwoM3u1NU1SVmFoeHRGUUU,15OK2Rd07Ln51dfXwt0Zu7EA0BMEIOmAS,,,,Male,
Elhadd,TOTT,Rare,22,Danian,100,50,75,80,50,0,Earth,Mandiblor Scout,"While Elhadd is in your discard pile, Mandiblors you control have ""Outperform Courage 5.""","To everyone's great surprise, it was Elhadd who discovered a link between the Kha'rall and their shards.",,,,,0B6oyUfwoM3u1RnZHTFVwU0xyZGc,1zX06jXDo16Q3zp13Dysbc52hHH9bEcQC,1x-xVzG2sfbi6jCZK7chlrJD8LPPrh05A,,,Male,
"Illexia, The Danian Queen",ZOTH,Ultra Rare,22,Danian,50,65,65,25,55,2,Earth,Noble,"Your adjacent Creatures have ""Defender.""
When a Mandiblor or an Infected Creature is put into a discard pile, Illexia gains a Mugic counter.
{{MC}}: Activate Hive.
Hive: Mugic counters on Illexia count as Mandiblors you control when counting Mandiblors.",,,1,1,,0B6oyUfwoM3u1Qy0zZGZpeDhkR0k,1s3fubVWqMOSCEWnOpoxTrXAXtxHgc6wG,,,,Female,
Kapalor,MI,Promo,22,Danian,60,75,40,30,35,1,Earth,Mandablor Warrior,"Kapalor has an additional 5 Energy for each Mandiblor you control and each Infected Creature in play.
While Kapalor is unequipped, it has an additional 10 Energy.",,,,,,1TNYcSwaBx2kXIE4oj_gudjo6iEqIIzim,1SUI3DJ7B_afGCKE7_4c25IBUwv2hsw9i,,,,Male,
Kreaal,MI,Rare,22,UnderWorld,40,85,15,50,65,1,"Fire, Air",Ethereal Warrior,"UnderWorld Creatures you control have ""Intimidate: Power 20"" and ""Exhaust all Disciplines 5.""",Kreaal cannot be brainwashed because he has no brain to begin with.,,,1,,0B6oyUfwoM3u1MjkxMzk5a2FfcU0,19Hx8pTsmJriE01nbsB6-oXfDlOY5HyC3,,,,"Ambiguous, Male",
"Lore, Ancestral Caller",FUN,Ultra Rare,22,Danian,100,40,60,30,55,3,Earth,Muge,"{{MC}}: Deal 5 damage to the opposing engaged Creature and heal 5 damage to Lore.
If an opponent's Creature would go to the discard pile, remove it from the game and Lore gains a Mugic Counter instead.",,,1,1,,1K0va_729vUAxKg79YukMYCHaF1WRRohY,1LpPAfIVfNtQRz7j1c8ScH5oWsqQu5aS7,1NUFkWGOGG09vIKnXnW612kwmBt7IEtZG,,,Male,
Somnort,AU,Common,22,OverWorld,60,30,65,45,55,1,"Fire, Water",Guardian Warrior,Defender: Water,Somnort's heart skipped a beat when he realized that Taffial had found the lost city of the ancient Mipedian King Kehn-sep.,,,,,1leDmO4ARJ5d7oDIFBpKqwaZDC8KRWdJa,1kWrY22ttmjwbeBZ8RFRhyS_hg9PlhguG,1NLUd1Ss34c_JvWNaSCdCsr6ZEZ7fMjQK,,,Male,
Tangath Toborn,DOP,Super Rare,22,OverWorld,40,45,40,30,30,1,"Fire, Earth",Strategist Warrior,{{MC}}: Heal 10 damage to Tangath Toborn.,"“I battle because I must. But in my heart, I know that war is not the answer.” – Tangath Toborn",,,,,0B6oyUfwoM3u1b3RkYmZSb2VuR2s,1Rpl5RpVNY-_GG1JNRwCJNgI_Krl38B4Y,0B90YZmNLvXOyNHV0THhqSlhuTms,,,Male,
Drimesse,SS,Common,23,Mipedian,30,30,60,40,45,2,,Conjuror,"Reduce Recklessness damage dealt to Warbeasts you control by 10.
If Drimesse has no Mugic counters, sacrifice it.","""Stop this madness! Haven't you learned from your mistakes?!"" 
—Sobtjek",,,,,0B6oyUfwoM3u1d0xhTnM4c0M2dHM,1AwQ-2Z_zgq3bRC6gC7hkhqd7e23hhXoG,1AyKu74yLmk4TQ-kKPIy4A6jDlqtboGO9,,,Male,
Epitrinne,ROTO,Super Rare,23,Mipedian,70,30,45,95,60,1,"Fire, Earth",Minion Muge,Damage which would be dealt to Epitrinne by Mugic is reduced to 0.,,Damage which would be dealt to Chieftains you control by Mugic is reduced to 0.,,,,0B6oyUfwoM3u1Yy1NbGE3T0VwQUE,1odkT_53g7FZ_gAtHe7mf55BD8KK9_SaP,,,,Male,
Hiadrom,TOTT,Common,23,Danian,70,35,55,40,55,1,"Earth, Water",Mandiblor Warrior,Hive: Hiadrom has an additional 15 Energy and Creatures engaged with it have 15 less Energy.,"Hiadrom excavates a new area of the UnderWorld, searching for a new home for the Danians.",,,1,,0B6oyUfwoM3u1dmVIZlZjSmJIQjQ,18MQ5QEA3IjD7jLpw_sDPCsmztmqfcw1N,,,,Male,
Jaal,ZOTH,Uncommon,23,Danian,45,35,65,30,50,0,Earth,Warrior,"When Jaal deals Earth damage to an Uninfected Creature, Infect that Creature.
While engaged with an Infected Creature, Jaal has ""Earth 5.""",,,,,,0B6oyUfwoM3u1b2JoZlAwWjcxcXM,1uEjMTpqdI7pwqcyC0n6-C3A_Rh9Qb_J2,,,,Male,
Lyssta,MI,Ultra Rare,23,UnderWorld,60,80,30,55,60,0,"Air, Earth",Conqueror Warrior,"When Lyssta wins Initiative, it gains ""Outperform Power 10"" and ""Air 10."" ",,,1,,,0B6oyUfwoM3u1TnBsczVKQWlubW8,1LfzS3tEmRfwZHFu37npjEZfUqna3xae_,,,,Female,
Masilbaat,FUN,Uncommon,23,Danian,70,45,55,30,50,1,"Fire, Earth",Battlemaster Muge,"While you control an UnderWorlder, if Masilbaat would take damage from a Mugic or activated ability, it gains that amount of Energy instead.

",,,,,,17frWam6FNQheIih1xUXgAGXYc2EEnShw,1S4GdVRLWyOBU-UBiB-wUAaSW6O4TTwys,,,,Male,
Tartarek,DOP,Rare,23,OverWorld,90,45,90,25,35,1,,Hero,"{{MC}}: Target Creature gains ""Swift 1"".","Brave enough to take on any battle, wise enough to avoid most.",,,,,0B6oyUfwoM3u1XzBOQ0QxeG5RZVE,1vmxBUNPQ_BEx7V9Vbz194AVzRvzGD4uK,0B90YZmNLvXOyNzZlRXhabW1iTEU,,,Male,
"Unda, Servant of Water",AU,Common,23,OverWorld,55,35,80,45,40,2,Water,Elementalist,{{MC}}: Target Creature gains Water.,"""I am the servant to the Emperor of Water, and I am at your service, OverWorlders.
",,,,,1BtFJk9BSMdq2aDu3_npxJ-NEohMC1jXm,1ypcBtcKrE7DBscwJ_Xz-0sh7IBJD_DqS,,,,"Ambiguous, Female",
Enre-hep,SS,Ultra Rare,24,Mipedian,50,20,80,50,50,1,,Muge,"When a Creature you control is put into your discard pile from play, Enre‐hep gains a Mugic counter for each Mugic counter on that Creature.
{{MC}}: Target Creature gains ""Recklessness 5"".",,,1,1,,0B6oyUfwoM3u1My1OaklPLVhHWTQ,1CV6neSjUcu7i-Wqnsp_66qKq6iVtJ7vO,1lVuSH9XksSucv2n1XEjSNnrjOtPAZ7D8,,Enre hep enrehep,Male,
Glost,ROTO,Rare,24,Mipedian,75,50,30,75,45,0,"Air, Earth",Warbeast,"Glost has an additional 5 Energy, ""Earth 5"", and ""Air 5"" for each Conjuror in your discard pile.
Recklessness 20","If more Warbeasts are our only hope for survival, I fear for our future!",,1,1,,0B6oyUfwoM3u1Z2lGTnFJR3VpWWc,1mWZyXyn_ghTjvgWuSU5yTVL9NE9pzKpw,1PFE49stRSC13SQW0uIx43B-hw12O6cp_,,,Ambiguous,
Ivelaan,TOTT,Uncommon,24,Danian,80,50,65,75,60,2,Water,Mandiblor,"While Ivelaan is in your discard pile, Mandiblors you control have an additional 25 to all Disciplines.","On his first venture into the OverWorld, Ivelaan discovered something that changed the course of Danian history forever.",,,,,0B6oyUfwoM3u1LUZOQ0ExUEFDR1k,1hxcNy8_6ntN4gBOfWewTR7dYFdBzXrvd,,,,Male,
Kelvedran,ZOTH,Common,24,Danian,35,50,35,55,40,0,Air,Mandiblor,"Fireproof 10
Earthproof 10",,,,,,0B6oyUfwoM3u1OHZHQWNIRUlNVG8,1ODfRZ1qxtRpeJR6sF9cgRrvUJxizihwV,,,,Male,
"Nauthilax, Tainted",MI,Super Rare,24,UnderWorld,80,100,40,65,60,0,,Minion Scout,"Exhaust all Disciplines 5 
When Nauthilax wins a Power Challenge, it gains an Elemental Type of your choice.",,"Recklessness 5 
When Nauthilax deals exactly 25 attack damage, destroy target Battlegear. 
Outperform Power 5",,,,0B6oyUfwoM3u1Q3AyVlpSVTY5dU0,19XYknOnCNnqkAVhdduKq06u_vtRN01x2,1AvdpRG9u6eugA7nAaoR8rPKdLl05Ak9W,,,Male,
"Tassanil, High Elementalist",FAS,Ultra Rare,24,Danian,65,40,70,40,30,0,"Fire, Air, Earth, Water",Nobel Elementalist,Expend any Elemental Type: Target Danian gains the expended Elemental Type. Use this ability only once per turn.,"""Challenge me!? That's like challenging nature itself!""",,1,1,,1VL8x3ybTCZQxF5DkvyNTjHuOb0auuTs1,1MnOaDaSv9F8PyNHPTf2dLgeDja6HFxSR,,,,Male,Online
Ulfhedinn,BR,Common,24,OverWorld,70,80,45,50,50,0,,Warrior,Support: Power 5,,,,,,0B6oyUfwoM3u1c2FLcmpyMWRBeTQ,1Xysb6ZYRJc4Hc9V9iluMpUkgkevTUCiR,,,,Male,Online
Velreth,DOP,Uncommon,24,OverWorld,55,80,40,25,45,1,,Warrior,Swift 1,Velreth is easy to find: just follow the path of destruction.,,,,,0B6oyUfwoM3u1MXJqYW55TmZuNms,1M4Fm69oTiXQTuHwMYon_XfgBG97iy7wO,0B90YZmNLvXOyWC1SVFZHeFFtWGc,,,Male,
Vlar,AU,Super Rare,24,OverWorld,80,60,50,60,60,0,"Fire, Earth",Past Scout,"At the beginning of combat, if Vlar is unequipped, any Battlegear equipped to the opposing engaged Creature becomes equipped to Vlar.",,,,,,1doZ0cPz8Pe23ciJYiUcVS8NMk3Jzs7OW,1Hh94q_fWeL3V3Y1XcGiR_9eYQMicyQ2d,1mo2iNyYK3T4MO0nHeH74Desa3lEUxxmL,,,Male,Starter
Vunhra,FUN,Super Rare,24,Danian,45,45,80,25,40,2,Earth,Squadleader Minion,Non-Danians you control deal 5 additional attack damage to Infected Creatures.,,Creatures you control deal an additional 5 attack damage to M'arrillians and Minions.,1,,,1t5ml8jDdB5jglSkUZa5MnCTSRuUkfGlU,17xzvJbGeACmUjppo4tdIsqOX6fxDYcj_,,,,Male,
Akkalbi,FUN,Super Rare,25,Mipedian,55,20,70,35,45,1,,Minion Muge,Reduce Recklessness damage dealt to Creatures you control by 10.,,Increase Recklessness damage dealt to Creatures by 10.,1,,,1TWDAebCmcJqinr6pAs_eo8IHdOCyf1D4,1hJUmjZPWPlCXGNyNZ1sc3Hoq7mQzkq0R,,,,Male,
"Arctus, Heptadd's Squire",FAS,Super Rare,25,OverWorld,100,50,75,40,60,0,,Elementalist,"At the beginning of combat, Arctus gains all Elemental Types your adjacent Creatures have.","As Arctus launched his Allmageddon attack, Bodal calculated that in 14.9 seconds, Rath'tab would become a very wise pool of blue jelly.",,,,,122ClMz8xyToNh6nC5ZLP7oHQvjOj5ff4,1B_2OQ9FwbkQP7Xje4LKsPAYTW04g7s81,,,,Male,
Ere,SS,Common,25,Mipedian,50,75,20,100,50,0,Air,Warbeast,"Range
Swift 4
Recklessness 10 ","Born of sand and storm, Ere can traverse the Mipedim Desert in mere seconds.",,,1,,0B6oyUfwoM3u1YWlNWFlvUlp6VEU,1bJoWNWmSiwR7DhyjzF-kCJjTowQ8BnmM,,,,Ambiguous,
Headmaster Ankhyja,ROTO,Ultra Rare,25,Mipedian,55,75,45,100,65,0,"Air, Earth",Stalker,"Invisibility: Strike 15
Creatures cannot lose Invisibility.
Invisibility abilities work against Creatures with Invisibility.
If you lost Initiative, your engaged Creature gains ""Strike 10.""",,,1,1,,0B6oyUfwoM3u1ckE4NHNwWDZWOUE,1wkYAGUH2bnB1L3tZo7kOHKQCyaqOEb47,1bZa_TDH-IOxnJ9pUE5nSYqEsXfu8kx_r,,,Male,
Kaal,AU,Ultra Rare,25,UnderWorld,60,95,30,60,50,2,Fire,Past Conqueror,"Fire 5
{{MC}}: Deal 5 damage to target Creature for each Creature you control on your opponent's side of the Battleboard.",,,,,,1LOQ12X3gjVj3Z-FiLB4y01gCN5bx4IH0,1bY8bbwVft-m0EWaMa_sOUn4BT8s0I236,,,,"Ambiguous, Male",Starter
Khavakk,ZOTH,Rare,25,Danian,35,50,35,25,30,2,Water,Muge,"{{MC}}: Deal 5 damage to target Creature.
{{MC}}, Deactivate Hive: Deal 15 damage to target Creature.","""Power, strength and stamina? Overrated."" 
—Khavakk",,,,,0B6oyUfwoM3u1V0tscmFEVVk4dU0,1aA_DN6YjvveTivJaTyTiRqQ_S4IgXD8m,1u8e-uvemaei-K2K9OT0jT5rrenqqUKqP,,,Male,
Makanaz,TOTT,Common,25,Danian,75,90,50,75,65,0,"Fire, Earth",Mandiblor Warrior,"While Makanaz is in your discard pile, Mandiblors you control have an additional 15 Energy.","""I pound and pummel with this arm while I slam and smash with the other... and I still have limbs to spare!""",,,,,0B6oyUfwoM3u1THI2UFUtLV9DZDg,18s8Z3swJBmMepH2ID3wDecV7vvB34CIO,1eM3BWt-LAM6yQE3JOhFHKbk15V3PrN8T,,,Male,
Ooloo,MI,Uncommon,25,UnderWorld,40,70,35,40,55,1,"Fire, Air",Minion Warrior,"Air 5
Recklessness 5",,"Outperform Power 5
Exhaust all Disciplines 5",,,,0B6oyUfwoM3u1bDFsQXRoRHJCVjQ,19xNeDFXrXYyYwmqXmujBzS2CvPoEETbV,1XXJbH2oB3uFklwTmEqDP8Zx_sbITsjfp,,,"Ambiguous, Male",
Vidav,DOP,Common,25,OverWorld,45,30,50,35,35,2,,Strategist,{{MC}}: Heal 15 damage to target Creature.,he treaty of Vidav could have brought peace to the warring tribes of Perim ... if only its leaders had been willing to accept it.,,,,,0B6oyUfwoM3u1bXhVMm5iajhqVWs,1VPyKKALdK7JU8xf3uR4xfJcj4M8cKpRG,0B90YZmNLvXOyMFJOMUlpOHNKaWc,,,Male,Starter
Agitos,BR,Common,26,UnderWorld,65,40,85,35,55,1,,Commander,{{MC}}: Deal 5 damage to target Creature.,,,,,,0B6oyUfwoM3u1a3AxV2h0RlFhWWs,14fyiQzpao3NWhOyykjcAdSVLftFnVzta,,,,Male,Online
"Aszil, the Young Queen",FAS,Ultra Rare,26,Danian,80,30,85,35,60,2,Earth,Noble,"At the beginning of combat, Danians you control gain Earth. Hive: Mandiblors you control have ""Earth 5.""",Queen of the Danians. Ruler of the Hive. Fate of Perim.,,1,1,,1wwmO6Ri0Dv-1JX_HRtTC6HVwQXA5Gvxf,1ltu61aQQqCb3kPOXM35Ga8CHe0XGwcFJ,1Xrmm9r7I3jC9Mx8qVadIVeIVf2pHzqXD,,,Female,Online
Ebbikka,FUN,Uncommon,26,Mipedian,50,35,65,85,50,1,Air,Scout,"Battlegear equipped to OverWorlders you control have ""Untargetable.""","Though master of countless Mipedian weapons, something about OverWorld craftsmanship resonates with her.",,,,,1Zkk8A88F-AVcNYP-NV-F-e0zNXKQY0P9,1M41oj5lRzJpX0ucKtIrwkd4V8s6nak_i,,,,Female,
Fivarth,SS,Super Rare,26,Mipedian,15,15,15,15,15,2,,Conjuror,"Reduce Recklessness damage dealt to Warbeasts you control by 5.
Fivarth may not be the target of Mugic or abilities.","""Our so-called 'leaders' have failed us. Now we must control our own destiny!"" 
—Fivarth",,,,,0B6oyUfwoM3u1LW5MZ3BfVDlMTzA,1Pee7mm_Pnnu1U1nDoijeVnHqZg6HexTw,,,,Male,
Ketacc,AU,Super Rare,26,UnderWorld,75,80,40,20,70,0,"Fire, Earth",Warrior Scout,"Intimidate: Energy 10
Recklessness 10","""On my signal, unleash the full wrath of the UnderWorld!"" 
—Slufurah",,,,,13tIgX2_cxQfi-ENanzqZnqao1uiRscGt,1sAhSp8uMCrlyuD-z0N0cpf5EpPCKnvDp,,,,Male,
Khritlaan,ZOTH,Super Rare,26,Danian,65,50,65,25,40,2,Water,Noble,"While Khritlaan is in your discard pile, Mandiblor cards in your discard pile count as Mandiblors you control when counting Mandiblors.","""Even from the grave shall you serve Illexia."" 
—Khritlaan",,,,,0B6oyUfwoM3u1U01SNlR1ZzR1NTA,1ns8mrBBOm9Va8JlpSvFZNKTO6I5LY0c-,1g7nmwZK4NxqKtnQK3RnWC2xOSWLrcq5z,,,Male,
Neekwin,TOTT,Rare,26,Danian,75,40,90,35,65,1,"Air, Water",Mandiblor Elementalist,"While unequipped, Neekwin has ""Water 5"" and ""Untargetable.""","""The only battles the Danians ever lost were ones that I didn't fight."" 
—Neekwin",,,,,0B6oyUfwoM3u1d1IzOHRoYzFZcHM,1xtuvneP9EcKS5e7BlnnKPnMuSa0UCDSJ,,,,Male,
Otinee,ROTO,Common,26,Mipedian,35,40,55,65,55,1,"Earth, Water",Minion Scout,Swift 2,,Water 5,,,,0B6oyUfwoM3u1MGtmOWpRZ3ZqX1k,1m41e6pFppAkWH1Y8-xcDf7V1-V50JcIC,,,,Male,
Ragetrod,MI,Uncommon,26,UnderWorld,55,75,40,50,55,2,"Fire, Earth",Commander Minion,"Outperform Power 5
Recklessness 5",,{{MC}}: Relocate target opposing unengaged Creature into an unoccupied space adjacent to it.,,,,0B6oyUfwoM3u1TDJmUV9kZkdZY2c,1PB-0M1oOfHHU1vKVjA0H3mOmt4pu92fh,,,,Male,
Xaerv,DOP,Uncommon,26,OverWorld,40,25,45,60,30,2,Air,Elementalist,Air 5,“You got Xaerved.” - Xaerv,,,,,0B6oyUfwoM3u1OW93SF9mdEc5UGs,1XSZWk7BPP9ZuIBDfKoXTTA0k877II4a1,0B90YZmNLvXOyNjFLSXJmVnJBSjQ,,,Male,
Cerbie,BR,Common,27,UnderWorld,50,95,25,45,60,0,Fire,Taskmaster,Intimidate: Power 10,"As the UnderWorld guardian of The Passage, Cerbie is forever vigilant against any potential invasion from the OverWorld.",,,,,0B6oyUfwoM3u1cDVGRTNWUk41MEU,1VTaflc4Ba5uNRwcIRWlVoobSXk_uSwFm,,,,Male,Online
Gnarlus,SS,Super Rare,27,Mipedian,50,30,30,65,45,2,,Warrior,"Damage dealt to Gnarlus by Mugic is reduced to 0.
{{MC}}{{MC}}: Damage dealt to target Creature by Mugic is reduced to 0.",,,,,,0B6oyUfwoM3u1bmFOZ0R6SmhMRms,1_jWKtdgIPhq88VjRAntivMfLtwJjGHzX,15vUJflaNyg_Q7bTILvTlhRUlP_-czKno,,,Male,
"Grantkae, Mipedian General",FUN,Super Rare,27,Mipedian,50,50,65,85,55,1,Air,Royal Elite,"On your turn, other Creatures you control have an additional: 
25 to all Disciplines if you control an OverWorlder;
""Intimidate: Energy 10"" if you control an UnderWorlder;
""Waterproof 25"" if you control a Danian.",,,,,1,1pYjBWkMgVnxOQAMoQzUC8IzXef0qWRA4,1ZYtJJQuD6YaLABEGPjwKU86IzcWYVw1f,,,,Male,
"Khybon, Magma Dam Overseer",AU,Super Rare,27,UnderWorld,60,60,40,30,45,0,Fire,Taskmaster,"Expend Fire: Put a Magma counter on Khybon.
Remove 5 Magma counters from Khybon: Deal 40 damage to all engaged Creatures.",,,,,,1LAlSh-GfEt-Aiv93LZDTfL9ddmuDEYxP,1sumS2b80J19ZOkjqpO7yed4n8nnBW8NE,1Y_ArjsP7ZsQysDO8AzxBUbk9TSgqPsg-,,,Male,
Mahrrant,ZOTH,Super Rare,27,Danian,35,60,65,25,40,1,,Mandiblor Muge,"When an Infected Creature is put into a discard pile, Mahrrant gains a Mugic counter.
{{MC}}: Activate Hive.",Never let anything go to waste - including your fallen foes.,,,,,0B6oyUfwoM3u1UGljMlRZektyWDg,1TlhALaz2F0izn9KG6Wq71p6j-u82fIHT,,,,Male,
"Malvadine, The King's Herald",FAS,Ultra Rare,27,Mipedian,85,50,45,100,65,1,Air,Elite Warrior,"Invisibility: Strike 10 While you control a Royal, Malvadine has ""Defender"" and ""Air 5.""","""We shall claim this city for Mipedim as we await King Theb-saar's return!""",,,,,1MZj5sMK3LUz76zffv4VDnCqP6kn-tbsR,18juP_oNlx1in0nC9yuz2YDvbr5ZjQSoP,1PiNsNHQH9u7qG7hYD9RmOZmUqSnEfIOz,,,Male,Online
"Rarran, Tainted",MI,Rare,27,UnderWorld,30,90,20,85,50,0,Air,Minion Scout,Swift 3,,"If a Creature with Range moves into a space occupied by a Creature you control, Rarran may intercept as though it had Defender and was adjacent.",,,,0B6oyUfwoM3u1ZzkzNU02ZkJzTnM,1e-fpQ5GZIbakpSMjinLoZkvbBQHZopBy,1RdUc4mNFl0ytxfWZjhBQrxgKVMW5UAZR,,,Male,Starter
Rasbma Darini,ROTO,Super Rare,27,Mipedian,45,55,50,85,55,0,Earth,Royal Minion,"Invisibility: Surprise
Invisibility: Strike 10
Earth 5 ",,Creatures do not have and cannot gain Invisibility.,,,,0B6oyUfwoM3u1cGJSX3VOQkRwNms,1kYNl8uI9lLaTbvlxzs1a38LYpGqe2MKU,,,,Male,
Ruhban,TOTT,Common,27,Mipedian,30,45,55,85,60,1,"Air, Earth",Stalker Scout,"Invisibility: Surprise
Swift 1","""You cowards! We don't need Maxxor's help! We can defeat the M'arrillians on our own!""",,,1,,0B6oyUfwoM3u1ZDBqeFpZSFVXR2s,1QKSA-uwh-bziP1BYRILJnjSFXz21sFVT,,,,Male,
Yokkis,DOP,Super Rare,27,OverWorld,20,20,20,20,50,2,Earth,Hero,Support: All Disciplines 5,"He may look funny from a distance, but get too close and the joke’s on you.",,,,,0B6oyUfwoM3u1UzF4bl81M0pHc0U,1ztE5M0_D3fsw1F_4KRnE1vQOpAE1EYdt,0B90YZmNLvXOydU05LU9yS3FMRnc,,,Male,
"Jorre, Mipedian Lieutenant",FUN,Rare,28,Mipedian,40,30,25,80,35,2,Air,Stalker Muge,"{{MC}}: Target Creature gains ""Range"" and ""Swift X,"" where X is the number of Tribes you control.","At home on the battlefield, Jorre wishes the war would never end.",,,,,1OrhuYYszBQhlfuonoaQPr146G_rntJFd,1-QxGvGe_vLWRSqCuUbAgmCOzw5PNFaZk,1VPfGqyb_bn4bpJMoPyaPnoDcuQaj-YOI,,,Female,
Kiru,AU,Rare,28,UnderWorld,70,90,40,75,55,0,"Fire, Earth",Past Conqueror,"When Kiru wins combat put a Leadership counter on it.
Other Creatures you control have an additional 10 Energy for each Leadership counter on Kiru.",,,,,,1uS8XjCCaa3__UjBQNl5fAHt3csdLPv71,1MblmSK03i-symoz2OJ7IAO0k2ztF45s1,1R-qrCQePRrkRp0RLo-KgNuSgUnS75_f0,,,Male,Starter
Lanker,SS,Uncommon,28,Mipedian,75,50,90,30,30,1,,Warrior,"Lanker loses 5 Energy: Choose Courage, Power, Wisdom, orSpeed. Target Creature gains 15 in the chosen discipline.",,,,,,0B6oyUfwoM3u1d0l6U2FjbFV1U3c,1jiXxMsrKqBRQIzWXsiI2FiKkEnMEn7bM,1oup7ftEQ-AXLnq7AKwDqZAuzThtppLUw,,,Male,
"Ramarhvir, The Danian Hivebringer",ZOTH,Ultra Rare,28,Danian,35,65,50,25,50,1,Air,Noble Mandiblor Muge,"When Hive is activated, you may move a Mugic counter from a Danian you control to Ramarhvir, the Danian Hivebringer.
{{MC}}{{MC}}: Return target Mandiblor card in your discard pile to play in an open space.",,,,,,0B6oyUfwoM3u1bUhLV0lzYkFyOHc,1W0BENYtdo_ll2yAJF7OlaXmKHeISb1-c,,,,Male,
Taffial,ROTO,Rare,28,Mipedian,60,50,60,65,45,2,Earth,Royal Stalker,Attacks played by Creatures you control deal an additional 5 damage if there is an Attack Card with the same name in your Attack Discard pile.,,,1,,,0B6oyUfwoM3u1blhKWkZrZnlVTDg,1_BP3THeCZFzcp59WHx_hoI4O-OHNiG6H,1Mj7TxrwO9RzdAwymNvIx_dnjsDVVFS-A,,,Male,
Tomugar,MI,Super Rare,28,UnderWorld,35,50,60,25,40,2,Air,Minion Muge,{{MC}}: Target Creature gains 25 to a Discipline and loses 10 to another.,,"{{MC}}, Discard a Mugic Card: Target opponent discards a random Mugic Card. Use only once per turn.",1,,,0B6oyUfwoM3u1d1pIN2x2REFrSHM,1ATpU0-60vKQjcdV0dRPJ8wR3kam9dzj3,1FQFq9_1TdPD6ykrDg7imTXmZ5aRJBFV1,,,Male,
Ustabe,TOTT,Common,28,UnderWorld,35,85,20,60,60,0,"Fire, Air",Ethereal Warrior,"Intimidate: Power 30
Intimidate: Speed 30
Recklessness 5","""I don't care what it's made of... as long as it can fight!"" 
—Chaor",,,1,,0B6oyUfwoM3u1eTM0Vmd5SDFtZ3c,1wPfPmExfEOHmBfcfiC76d3VacAh1ebAn,,,,"Ambiguous, Male",
Zalic,DOP,Rare,28,OverWorld,45,55,40,40,45,2,,Guardian,{{MC}}: Heal 15 damage to Zalic.,"This confidant of Intress never sleeps, so Maxxor has appointed him guardian of the Passage between the OverWorld and the UnderWorld.",,,,,0B6oyUfwoM3u1c2ROYThiVlozbFE,1gn-8_gHcK7ekHJc0FtvJiZ5vZS30Xljk,0B90YZmNLvXOyVjlyU2s3bXFJTzg,,,Male,Starter
"Aa'une the Oligarch, Avatar",ROTO,Ultra Rare,29,M'arrillian,200,200,200,200,100,0,Water,Chieftain,"Outperform all Disciplines 20
Discard a Mugic Card: Your opponent sacrifices a Creature.",The source of all nightmares is here. The end of Perim is now.,,1,1,,0B6oyUfwoM3u1Wmw5M3VveVJKX28,1c3bJ3AdoqhgIRCI0uoFQVw1EO07VNEwD,1P9N7u-5s5bOGj_3GwLFj8C500XCZ3NEk,,aaune aa une,Ambiguous,
"Aa'une the Oligarch, Projection",ROTO,Ultra Rare,29,M'arrillian,50,50,50,50,50,0,Water,Chieftain,Aa'une the Oligarch starts the game and comes into play with this side face-up.,,,1,1,,0B6oyUfwoM3u1Z2ZrbnBrWGZXeTQ,1HyP2ZLhMxayR78SKh-O4uGoqfz8FqRgx,,,aaune aa une,"Ambiguous, Male",
Aval'par,TOTT,Super Rare,29,M'arrillian,35,70,40,65,50,0,Water,Chieftain,"Discard a Mugic Card: Target Chieftain gains ""Untargetable.""",,,1,1,,0B6oyUfwoM3u1YU5BQk5RcUZyaEU,1SwU7LrV4Vjb9y8FeI1P_guofr-c2drDo,1tUKiHRuA8TV_UgmzxfH7qNLxqWvsSjKO,,Aval par avalpar,"Ambiguous, Male",
Barath Beyond,DOP,Super Rare,29,UnderWorld,40,85,15,65,60,1,Fire,Ethereal Warrior,"Fire 5
Intimidate: Power 10 
Recklessness 5",,,,,,0B6oyUfwoM3u1ZTNuSzZiZGk4MFU,1t0Akrfzpnct6CujWQaVeMPyahleotmW5,0B90YZmNLvXOya3pSakxrZWRrRmM,,Barrath beyond,Male,
Chaac,MI,Common,29,Danian,70,40,50,35,45,2,,Squadleader Minion,"Hive: Chaac has an additional 15 Energy.
{{MC}}: Infect target Uninfected Creature.",,{{MC}}: Target Creature loses an Elemental Type of your choice.,,,,0B6oyUfwoM3u1aFJuaUloT1A2Sk0,1H6GjFJ8xIV5lTeV5bFTctSxqPTN8gkiI,,,,Male,
Khorror,FUN,Ultra Rare,29,Mipedian,100,100,15,100,130,0,,Warbeast,Recklessness 50,"""I realize the battle is necessary, but this... this is too much. Even if we win the war, Perim is doomed."" 
—Sobtjek",,1,1,,16oXT5sVjc5kgd8NkVapMFDHP6k6EnKZ4,1EZkhtwUkaDqkMR5JebRX7FTamjJyGzy-,,,,Ambiguous,
